job_id,skill,domain
1,cybersecurity,Network Security
1,siem,Network Security
2,compliance,Network Security
2,incident response,Network Security
2,information security,Network Security
2,iso 27001,Network Security
2,risk assessment,Network Security
2,soc,Network Security
3,compliance,Network Security
3,information security,Network Security
3,iso 27001,Network Security
3,soc,Network Security
